Employee ID,Name,Local Job Title,Band (ASPL),Employment Details Hire Date,Gender,DCIO,Division,Department,Location,Employee Status,Date of Exit
1004276,Employee 4276,Associate,A1,31/5/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004277,Employee 4277,Associate,A1,31/5/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004278,Employee 4278,Associate,A1,31/5/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004279,Employee 4279,Senior Associate,A2,31/5/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004280,Employee 4280,Senior Associate,A2,31/5/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,29/3/2019
1004281,Employee 4281,Analyst,A3,31/5/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004282,Employee 4282,Senior Associate,A2,31/5/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004283,Employee 4283,Senior Associate,A2,31/5/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004284,Employee 4284,Associate,A1,31/5/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,23/9/2019
1004285,Employee 4285,Analyst,A3,31/5/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,6/12/2019
1004286,Employee 4286,Consultant,B1,1/6/2018,Male,SMCEAF,DEV,Technology,Bangalore,Active,
1004287,Employee 4287,Lead Consultant,C1,1/6/2018,Male,COMPZD,DEV,Technology,Bangalore,Active,
1004288,Employee 4288,Senior Associate,A2,4/6/2018,Male,ENTRSVC,DEV,Operations,Pune,Inactive,26/8/2019
1004289,Employee 4289,Analyst,A3,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,28/2/2019
1004290,Employee 4290,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004291,Employee 4291,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004292,Employee 4292,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004293,Employee 4293,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004294,Employee 4294,Associate,A1,4/6/2018,Male,Claims,Operations,Operations,Pune,Inactive,6/4/2021
1004295,Employee 4295,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004296,Employee 4296,Associate,A1,4/6/2018,Male,Claims,Operations,Operations,Pune,Inactive,4/12/2020
1004297,Employee 4297,Specialist,B1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004298,Employee 4298,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004299,Employee 4299,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004300,Employee 4300,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004301,Employee 4301,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004302,Employee 4302,Senior Associate,A2,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,15/11/2018
1004303,Employee 4303,Analyst,A3,4/6/2018,Female,Claims,Operations,Operations,Pune,Inactive,10/6/2020
1004304,Employee 4304,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004305,Employee 4305,Associate,A1,4/6/2018,Female,OPS,Operations,Operations,Pune,Active,
1004306,Employee 4306,Team Leader,C1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004307,Employee 4307,Associate,A1,4/6/2018,Male,OPS,Operations,Operations,Pune,Active,
1004308,Employee 4308,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004309,Employee 4309,Analyst,A3,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,12/6/2018
1004310,Employee 4310,Senior Associate,A2,4/6/2018,Male,OPS,Operations,Operations,Pune,Active,
1004311,Employee 4311,Team Leader,C1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004312,Employee 4312,Analyst,A3,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004313,Employee 4313,Associate,A1,4/6/2018,Female,OPS,Operations,Operations,Pune,Active,
1004314,Employee 4314,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,22/1/2019
1004315,Employee 4315,Senior Associate,A2,4/6/2018,Male,OPS,Operations,Operations,Pune,Active,
1004316,Employee 4316,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004317,Employee 4317,Analyst,A3,4/6/2018,Male,Claims,Operations,Operations,Pune,Inactive,12/10/2020
1004318,Employee 4318,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004319,Employee 4319,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004320,Employee 4320,Senior Associate,A2,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004321,Employee 4321,Analyst,A3,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004322,Employee 4322,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004323,Employee 4323,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004324,Employee 4324,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004325,Employee 4325,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,4/10/2019
1004326,Employee 4326,Senior Associate,A2,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004327,Employee 4327,Analyst,A3,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004328,Employee 4328,Senior Associate,A2,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004329,Employee 4329,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004330,Employee 4330,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004331,Employee 4331,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,30/12/2019
1004332,Employee 4332,Senior Associate,A2,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004333,Employee 4333,Associate,A1,4/6/2018,Female,ENTRSVC,IS,Operations,Pune,Active,
1004334,Employee 4334,Senior Associate,A2,4/6/2018,Male,ENTRSVC,IS,Operations,Pune,Active,
1004335,Employee 4335,Associate,A1,4/6/2018,Female,ENTRSVC,ATSV,Operations,Pune,Active,
1004336,Employee 4336,Associate,A1,4/6/2018,Male,ENTRSVC,DEV,Operations,Pune,Active,
1004337,Employee 4337,Associate,A1,4/6/2018,Male,ENTRSVC,AIS,Operations,Pune,Inactive,16/10/2019
1004338,Employee 4338,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,29/11/2019
1004339,Employee 4339,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004340,Employee 4340,Specialist,B1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004341,Employee 4341,Senior Consultant,B2,4/6/2018,Male,INFENG,Operations,Technology,Pune,Active,
1004342,Employee 4342,Senior Consultant,B2,4/6/2018,Male,INFENG,Operations,Technology,Bangalore,Active,
1004343,Employee 4343,Lead Consultant,C1,4/6/2018,Female,PMO,Operations,Technology,Bangalore,Active,
1004344,Employee 4344,Consultant,B1,4/6/2018,Male,ISG,Operations,Technology,Bangalore,Inactive,21/3/2019
1004345,Employee 4345,Associate Principal Consultant,D,4/6/2018,Male,ARS,Operations,Technology,Pune,Inactive,24/7/2019
1004346,Employee 4346,Lead Consultant,C1,4/6/2018,Male,INFSEC,Operations,Technology,Bangalore,Inactive,14/10/2020
1004347,Employee 4347,Senior Associate,A2,4/6/2018,Female,,Operations,Operations,Pune,Active,
1004348,Employee 4348,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004349,Employee 4349,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004350,Employee 4350,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,20/12/2019
1004351,Employee 4351,Analyst,A3,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004352,Employee 4352,Specialist,B1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004353,Employee 4353,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004354,Employee 4354,Analyst,A3,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,29/3/2019
1004355,Employee 4355,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004356,Employee 4356,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,2/12/2019
1004357,Employee 4357,Specialist,B1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004358,Employee 4358,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004359,Employee 4359,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004360,Employee 4360,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004361,Employee 4361,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004362,Employee 4362,Associate Manager,D,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,27/9/2019
1004363,Employee 4363,Team Leader,C1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004364,Employee 4364,Analyst,A3,4/6/2018,Female,Claims,ISG,Operations,Pune,Inactive,7/9/2020
1004365,Employee 4365,Consultant,B1,1/6/2018,Male,ESS,Operations,Technology,Bangalore,Active,
1004366,Employee 4366,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004367,Employee 4367,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,24/12/2019
1004368,Employee 4368,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004369,Employee 4369,Senior Associate,A2,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004370,Employee 4370,Associate,A1,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,22/2/2019
1004371,Employee 4371,Senior Associate,A2,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004372,Employee 4372,Associate,A1,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004373,Employee 4373,Senior Associate,A2,4/6/2018,Female,OPS,Operations,Operations,Pune,Active,
1004374,Employee 4374,Consultant,B1,6/6/2018,Female,COMPZD,Operations,Technology,Bangalore,Active,
1004375,Employee 4375,Senior Associate,A2,4/6/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004376,Employee 4376,Analyst,A3,4/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004377,Employee 4377,Specialist,B1,7/6/2018,Male,,DEV,Operations,Pune,Active,
1004378,Employee 4378,Team Leader,C1,7/6/2018,Male,Claims,Operations,Operations,Pune,Inactive,12/10/2020
1004379,Employee 4379,Team Leader,C1,7/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004380,Employee 4380,Senior Team Leader,C2,7/6/2018,Male,SMCECF,Operations,Technology,Bangalore,Active,
1004381,Employee 4381,Associate,A1,4/6/2018,Male,ENTRSVC,DEV,Operations,Pune,Active,
1004382,Employee 4382,Consultant,B1,11/6/2018,Female,CANADA,DEV,Technology,Bangalore,Active,
1004383,Employee 4383,Associate Consultant,A3,11/6/2018,Female,ENCMPSS,DEV,Technology,Bangalore,Active,
1004384,Employee 4384,Senior Associate,A2,11/6/2018,Male,,Operations,Operations,Pune,Active,
1004385,Employee 4385,Consultant,B1,11/6/2018,Female,CANADA,DEV,Technology,Bangalore,Active,
1004386,Employee 4386,Consultant,B1,11/6/2018,Female,CANADA,DEV,Technology,Bangalore,Active,
1004387,Employee 4387,Associate Consultant,A3,11/6/2018,Male,ENCMPSS,DEV,Technology,Bangalore,Inactive,30/9/2019
1004388,Employee 4388,Consultant,B1,11/6/2018,Female,CANADA,DEV,Technology,Bangalore,Active,
1004389,Employee 4389,Senior Consultant,B2,11/6/2018,Male,ESS,DEV,Technology,Bangalore,Active,
1004390,Employee 4390,Manager,E,11/6/2018,Male,D3,DEV,Technology,Bangalore,Active,
1004391,Employee 4391,Associate Consultant,A3,11/6/2018,Female,ENCMPSS,DEV,Technology,Bangalore,Inactive,24/1/2020
1004392,Employee 4392,Lead Consultant,C1,11/6/2018,Male,PRDTCH,DEV,Technology,Bangalore,Active,
1004393,Employee 4393,Senior Lead Consultant,C2,11/6/2018,Male,COMPZD,DART,Technology,Bangalore,Active,
1004394,Employee 4394,Associate Manager,D,14/6/2018,Male,OPSUPT,Operations,Operations,Pune,Active,
1004395,Employee 4395,Senior Consultant,B2,18/6/2018,Female,CTS,DEV,Technology,Bangalore,Active,
1004396,Employee 4396,Associate Consultant,A3,18/6/2018,Female,PMO,ATSV,Technology,Bangalore,Inactive,30/8/2019
1004397,Employee 4397,Lead Consultant,C1,18/6/2018,Male,SQTD,DEV,Technology,Bangalore,Active,
1004398,Employee 4398,Lead Consultant,C1,18/6/2018,Male,ARS,DEV,Technology,Pune,Active,
1004399,Employee 4399,Manager,E,18/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004400,Employee 4400,Associate,A1,18/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004401,Employee 4401,Team Leader,C1,18/6/2018,Male,,Operations,Operations,Pune,Active,
1004402,Employee 4402,Process Lead,B2,18/6/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004403,Employee 4403,Senior Associate,A2,21/6/2018,Male,,Operations,Operations,Pune,Active,
1004404,Employee 4404,Senior Consultant,B2,21/6/2018,Male,ESS,DEV,Technology,Bangalore,Active,
1004405,Employee 4405,Senior Consultant,B2,21/6/2018,Female,COMPZD,FLIGHT,Technology,Bangalore,Active,
1004406,Employee 4406,Consultant,B1,21/6/2018,Male,Flight,DEV,Technology,Bangalore,Inactive,13/12/2019
1004407,Employee 4407,Senior Consultant,B2,25/6/2018,Female,PMO,ATSV,Technology,Bangalore,Inactive,3/6/2019
1004408,Employee 4408,Senior Consultant,B2,25/6/2018,Female,ISG,ISG,Technology,Bangalore,Active,
1004409,Employee 4409,Senior Consultant,B2,25/6/2018,Male,ESS,Operations,Technology,Bangalore,Inactive,30/12/2020
1004410,Employee 4410,Senior Team Leader,C2,25/6/2018,Male,ENTRSVC,DEV,Operations,Pune,Active,
1004411,Employee 4411,Senior Lead Consultant,C2,25/6/2018,Female,ARS,DEV,Technology,Pune,Active,
1004412,Employee 4412,Lead Consultant,B2,28/6/2018,Male,ESS,DEV,Technology,Bangalore,Inactive,24/4/2021
1004413,Employee 4413,Lead Consultant,C1,28/6/2018,Male,SMCEAF,DART,Technology,Bangalore,Inactive,14/11/2020
1004414,Employee 4414,Associate Manager,D,28/6/2018,Male,ARS,DEV,Technology,Bangalore,Inactive,5/2/2021
1004415,Employee 4415,Senior Manager,F,28/6/2018,Male,SMCEAF,DEV,Technology,Bangalore,Active,
1004416,Employee 4416,Senior Consultant,B2,28/6/2018,Male,ESS,DEV,Technology,Bangalore,Active,
1004417,Employee 4417,Lead Consultant,C1,2/7/2018,Male,SMCEAF,FLIGHT,Technology,Bangalore,Active,
1004418,Employee 4418,Lead Consultant,C1,2/7/2018,Male,Flight,ISG,Technology,Bangalore,Active,
1004419,Employee 4419,Senior Lead Consultant,C2,2/7/2018,Female,ISG,DEV,Technology,Bangalore,Active,11/6/2021
1004420,Employee 4420,Senior Consultant,B2,2/7/2018,Male,INVEST,DEV,Technology,Bangalore,Inactive,4/2/2019
1004421,Employee 4421,Lead Consultant,C1,2/7/2018,Male,ESS,Operations,Technology,Bangalore,Active,17/5/2021
1004422,Employee 4422,Senior Team Leader,C2,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004423,Employee 4423,Associate,A1,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004424,Employee 4424,Senior Associate,A2,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004425,Employee 4425,Associate,A1,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004426,Employee 4426,Senior Manager,F,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004427,Employee 4427,Analyst,A3,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004428,Employee 4428,Analyst,A3,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004429,Employee 4429,Senior Associate,A2,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,4/9/2018
1004430,Employee 4430,Analyst,A3,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004431,Employee 4431,Analyst,A3,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004432,Employee 4432,Analyst,A3,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,29/10/2019
1004433,Employee 4433,Analyst,A3,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004434,Employee 4434,Analyst,A3,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,12/3/2021
1004435,Employee 4435,Associate,A1,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004436,Employee 4436,Senior Associate,A2,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004437,Employee 4437,Senior Associate,A2,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004438,Employee 4438,Senior Associate,A2,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004439,Employee 4439,Specialist,B1,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004440,Employee 4440,Specialist,B1,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004441,Employee 4441,Senior Associate,A2,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,30/9/2020
1004442,Employee 4442,Senior Associate,A2,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004443,Employee 4443,Analyst,A3,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004444,Employee 4444,Associate,A1,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004445,Employee 4445,Analyst,A3,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004446,Employee 4446,Analyst,A3,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004447,Employee 4447,Analyst,A3,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004448,Employee 4448,Analyst,A3,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004449,Employee 4449,Specialist,B1,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004450,Employee 4450,Analyst,A3,2/7/2018,Male,,Operations,Operations,Pune,Active,
1004451,Employee 4451,Associate,A1,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004452,Employee 4452,Associate,A1,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004453,Employee 4453,Senior Associate,A2,2/7/2018,Female,ENTRSVC,DEV,Operations,Pune,Inactive,22/2/2021
1004454,Employee 4454,Analyst,A3,2/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004455,Employee 4455,Senior Associate,A2,2/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004456,Employee 4456,Consultant,B1,5/7/2018,Male,COMPZD,DEV,Technology,Bangalore,Active,
1004457,Employee 4457,Senior Lead Consultant,C2,5/7/2018,Male,Flight,FLIGHT,Technology,Bangalore,Active,
1004458,Employee 4458,Senior Consultant,B2,5/7/2018,Male,PRDTCH,DEV,Technology,Bangalore,Inactive,17/9/2018
1004459,Employee 4459,Lead Consultant,C1,5/7/2018,Male,SQTD,DEV,Technology,Bangalore,Active,
1004460,Employee 4460,Consultant,B1,9/7/2018,Male,PRDTCH,DEV,Technology,Bangalore,Active,
1004461,Employee 4461,Senior Lead Consultant,C2,9/7/2018,Male,SQTD,DEV,Technology,Bangalore,Active,
1004462,Employee 4462,Consultant,B1,10/7/2018,Female,CANADA,DEV,Technology,Pune,Inactive,7/1/2019
1004463,Employee 4463,Consultant,B1,12/7/2018,Female,ISG,ISG,Technology,Bangalore,Inactive,22/1/2020
1004464,Employee 4464,Senior Lead Consultant,C2,12/7/2018,Male,ESS,DEV,Technology,Bangalore,Inactive,3/8/2018
1004465,Employee 4465,Senior Consultant,B2,12/7/2018,Male,PRDTCH,DEV,Technology,Bangalore,Active,
1004466,Employee 4466,Associate Manager,D,12/7/2018,Male,PRDTCH,DEV,Technology,Bangalore,Inactive,26/4/2021
1004467,Employee 4467,Senior Consultant,B2,12/7/2018,Female,PRDTCH,DEV,Technology,Bangalore,Active,
1004468,Employee 4468,Consultant,B1,12/7/2018,Female,SMCEAF,DEV,Technology,Bangalore,Inactive,13/6/2019
1004469,Employee 4469,Senior Consultant,B2,16/7/2018,Male,SMCECF,DEV,Technology,Bangalore,Inactive,14/6/2019
1004470,Employee 4470,Team Leader,C1,19/7/2018,Male,ESS,DEV,Technology,Bangalore,Active,26/5/2021
1004471,Employee 4471,Senior Consultant,B2,19/7/2018,Male,SQTD,DEV,Technology,Bangalore,Inactive,7/9/2020
1004472,Employee 4472,Team Leader,C1,19/7/2018,Male,CANADA,DEV,Technology,Bangalore,Active,
1004473,Employee 4473,Senior Consultant,B2,19/7/2018,Male,ABI,DEV,Technology,Bangalore,Active,
1004474,Employee 4474,Consultant,B1,19/7/2018,Male,PRDTCH,FLIGHT,Technology,Bangalore,Inactive,29/8/2018
1004475,Employee 4475,Senior Consultant,B2,19/7/2018,Female,Flight,ATSV,Technology,Bangalore,Active,
1004476,Employee 4476,Lead Consultant,C1,19/7/2018,Female,PMO,DEV,Technology,Bangalore,Active,
1004477,Employee 4477,Senior Consultant,B2,19/7/2018,Male,ARS,DEV,Technology,Pune,Inactive,8/4/2021
1004478,Employee 4478,Associate,A1,23/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004479,Employee 4479,Senior Associate,A2,23/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004480,Employee 4480,Associate,A1,23/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004481,Employee 4481,Associate,A1,23/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004482,Employee 4482,Senior Lead Consultant,C2,23/7/2018,Male,PRDTCH,DEV,Technology,Bangalore,Active,
1004483,Employee 4483,Senior Consultant,B2,23/7/2018,Female,ESS,DEV,Technology,Bangalore,Inactive,7/12/2020
1004484,Employee 4484,Senior Consultant,B2,23/7/2018,Male,CANADA,AIS,Technology,Bangalore,Active,
1004485,Employee 4485,Consultant,B1,23/7/2018,Male,INFSEC,DEV,Technology,Bangalore,Inactive,13/9/2019
1004486,Employee 4486,Senior Consultant,B2,26/7/2018,Female,ISG,ISG,Technology,Bangalore,Active,
1004487,Employee 4487,Senior Lead,C2,26/7/2018,Female,HRM,CORPFN,Corp.Func,Bangalore,Active,
1004488,Employee 4488,Senior Consultant,B2,26/7/2018,Female,Flight,FLIGHT,Technology,Bangalore,Inactive,15/7/2019
1004489,Employee 4489,Analyst,A3,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,23/10/2019
1004490,Employee 4490,Associate,A1,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004491,Employee 4491,Senior Lead,C2,30/7/2018,Female,HRM,Operations,Corp.Func,Pune,Active,
1004492,Employee 4492,Senior HR Business Partner,B2,30/7/2018,Male,HRM,Operations,Corp.Func,Pune,Active,
1004493,Employee 4493,Consultant,B1,30/7/2018,Female,PRDTCH,Operations,Technology,Bangalore,Active,
1004494,Employee 4494,Team Leader,C1,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004495,Employee 4495,Senior Associate,A2,30/7/2018,Female,,Operations,Operations,Pune,Inactive,12/3/2019
1004496,Employee 4496,Analyst,A3,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004497,Employee 4497,Analyst,A3,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004498,Employee 4498,Analyst,A3,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,22/4/2019
1004499,Employee 4499,Senior Associate,A2,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Inactive,8/6/2021
1004500,Employee 4500,Analyst,A3,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004501,Employee 4501,Analyst,A3,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004502,Employee 4502,Senior Associate,A2,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004503,Employee 4503,Senior Associate,A2,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004504,Employee 4504,Analyst,A3,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004505,Employee 4505,Senior Associate,A2,30/7/2018,Female,ENTRSVC,CORPFN,Operations,Pune,Inactive,11/7/2019
1004506,Employee 4506,Analyst,A3,30/7/2018,Female,ENTRSVC,CORPFN,Operations,Pune,Active,
1004507,Employee 4507,Analyst,A3,30/7/2018,Male,ENTRSVC,DEV,Operations,Pune,Inactive,10/9/2019
1004508,Employee 4508,Analyst,A3,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004509,Employee 4509,Associate,A1,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Inactive,15/11/2019
1004510,Employee 4510,Associate,A1,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004511,Employee 4511,Analyst,A3,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004512,Employee 4512,Analyst,A3,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004513,Employee 4513,Associate,A1,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004514,Employee 4514,Senior Associate,A2,30/7/2018,Male,OPS,Operations,Operations,Pune,Inactive,1/4/2021
1004515,Employee 4515,Senior Associate,A2,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004516,Employee 4516,Associate,A1,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004517,Employee 4517,Analyst,A3,30/7/2018,Female,OPS,Operations,Operations,Pune,Active,
1004518,Employee 4518,Analyst,A3,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004519,Employee 4519,Analyst,A3,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004520,Employee 4520,Specialist,B1,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004521,Employee 4521,Senior Associate,A2,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004522,Employee 4522,Specialist,B1,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004523,Employee 4523,Analyst,A3,30/7/2018,Male,ENTRSVC,Operations,Operations,Pune,Active,
1004524,Employee 4524,Senior Associate,A2,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004525,Employee 4525,Associate,A1,30/7/2018,Female,ENTRSVC,Operations,Operations,Pune,Active,
1004526,Employee 4526,Chief Finance Officer (Director),G,2/8/2018,Female,SLT,DEV,Corp.Func,Bangalore,Active,
